year,month,district,crime_type,crime_count
2023,11,Mannar,Cruelty to Children,0
2023,12,Mannar,Cruelty to Children,0
2023,1,Mannar,Extortions,0
2023,2,Mannar,Extortions,0
2023,3,Mannar,Extortions,0
2023,4,Mannar,Extortions,0
2023,5,Mannar,Extortions,0
2023,6,Mannar,Extortions,0
2023,7,Mannar,Extortions,0
2023,8,Mannar,Extortions,0
2023,9,Mannar,Extortions,0
2023,10,Mannar,Extortions,0
2023,11,Mannar,Extortions,0
2023,12,Mannar,Extortions,0
2023,1,Mannar,Grave Sexual Abuse,0
2023,2,Mannar,Grave Sexual Abuse,0
2023,3,Mannar,Grave Sexual Abuse,0
2023,4,Mannar,Grave Sexual Abuse,0
2023,5,Mannar,Grave Sexual Abuse,0
2023,6,Mannar,Grave Sexual Abuse,1
2023,7,Mannar,Grave Sexual Abuse,0
2023,8,Mannar,Grave Sexual Abuse,0
2023,9,Mannar,Grave Sexual Abuse,0
2023,10,Mannar,Grave Sexual Abuse,0
2023,11,Mannar,Grave Sexual Abuse,0
2023,12,Mannar,Grave Sexual Abuse,1
2023,1,Mannar,Grievous Hurt,0
2023,2,Mannar,Grievous Hurt,0
2023,3,Mannar,Grievous Hurt,1
2023,4,Mannar,Grievous Hurt,0
2023,5,Mannar,Grievous Hurt,2
2023,6,Mannar,Grievous Hurt,2
2023,7,Mannar,Grievous Hurt,2
2023,8,Mannar,Grievous Hurt,2
2023,9,Mannar,Grievous Hurt,0
2023,10,Mannar,Grievous Hurt,1
2023,11,Mannar,Grievous Hurt,0
2023,12,Mannar,Grievous Hurt,2
2023,1,Mannar,House Breaking,4
2023,2,Mannar,House Breaking,4
2023,3,Mannar,House Breaking,4
2023,4,Mannar,House Breaking,4
2023,5,Mannar,House Breaking,4
2023,6,Mannar,House Breaking,6
2023,7,Mannar,House Breaking,5
2023,8,Mannar,House Breaking,3
2023,9,Mannar,House Breaking,5
2023,10,Mannar,House Breaking,4
2023,11,Mannar,House Breaking,5
2023,12,Mannar,House Breaking,6
2023,1,Mannar,Human Trafficking,0
2023,2,Mannar,Human Trafficking,0
2023,3,Mannar,Human Trafficking,0
2023,4,Mannar,Human Trafficking,0
2023,5,Mannar,Human Trafficking,0
2023,6,Mannar,Human Trafficking,0
2023,7,Mannar,Human Trafficking,0
2023,8,Mannar,Human Trafficking,0
2023,9,Mannar,Human Trafficking,0
2023,10,Mannar,Human Trafficking,0
2023,11,Mannar,Human Trafficking,0
2023,12,Mannar,Human Trafficking,0
2023,1,Mannar,Hurt by Dangerous Weapons,1
2023,2,Mannar,Hurt by Dangerous Weapons,0
2023,3,Mannar,Hurt by Dangerous Weapons,0
2023,4,Mannar,Hurt by Dangerous Weapons,0
2023,5,Mannar,Hurt by Dangerous Weapons,1
2023,6,Mannar,Hurt by Dangerous Weapons,2
2023,7,Mannar,Hurt by Dangerous Weapons,2
2023,8,Mannar,Hurt by Dangerous Weapons,1
2023,9,Mannar,Hurt by Dangerous Weapons,0
2023,10,Mannar,Hurt by Dangerous Weapons,1
2023,11,Mannar,Hurt by Dangerous Weapons,1
2023,12,Mannar,Hurt by Dangerous Weapons,2
2023,1,Mannar,Illegal Firearms,0
2023,2,Mannar,Illegal Firearms,0
2023,3,Mannar,Illegal Firearms,0
2023,4,Mannar,Illegal Firearms,0
2023,5,Mannar,Illegal Firearms,0
2023,6,Mannar,Illegal Firearms,0
2023,7,Mannar,Illegal Firearms,0
2023,8,Mannar,Illegal Firearms,0
2023,9,Mannar,Illegal Firearms,0
2023,10,Mannar,Illegal Firearms,0
2023,11,Mannar,Illegal Firearms,0
2023,12,Mannar,Illegal Firearms,0
2023,1,Mannar,Kidnapping,0
2023,2,Mannar,Kidnapping,0
2023,3,Mannar,Kidnapping,0
2023,4,Mannar,Kidnapping,0
2023,5,Mannar,Kidnapping,0
2023,6,Mannar,Kidnapping,0
2023,7,Mannar,Kidnapping,0
2023,8,Mannar,Kidnapping,0
2023,9,Mannar,Kidnapping,0
2023,10,Mannar,Kidnapping,0
2023,11,Mannar,Kidnapping,0
2023,12,Mannar,Kidnapping,1
2023,1,Mannar,Mischief > 50k,1
2023,2,Mannar,Mischief > 50k,0
2023,3,Mannar,Mischief > 50k,1
2023,4,Mannar,Mischief > 50k,1
2023,5,Mannar,Mischief > 50k,1
2023,6,Mannar,Mischief > 50k,0
2023,7,Mannar,Mischief > 50k,1
2023,8,Mannar,Mischief > 50k,0
2023,9,Mannar,Mischief > 50k,0
2023,10,Mannar,Mischief > 50k,1
2023,11,Mannar,Mischief > 50k,2
2023,12,Mannar,Mischief > 50k,2
2023,1,Mannar,Murder,0
2023,2,Mannar,Murder,0
2023,3,Mannar,Murder,0
2023,4,Mannar,Murder,0
2023,5,Mannar,Murder,1
2023,6,Mannar,Murder,1
2023,7,Mannar,Murder,0
2023,8,Mannar,Murder,0
2023,9,Mannar,Murder,0
2023,10,Mannar,Murder,0
2023,11,Mannar,Murder,1
2023,12,Mannar,Murder,1
2023,1,Mannar,Narcotic Drugs,3
2023,2,Mannar,Narcotic Drugs,3
2023,3,Mannar,Narcotic Drugs,5
2023,4,Mannar,Narcotic Drugs,4
2023,5,Mannar,Narcotic Drugs,4
2023,6,Mannar,Narcotic Drugs,3
2023,7,Mannar,Narcotic Drugs,6
2023,8,Mannar,Narcotic Drugs,5
2023,9,Mannar,Narcotic Drugs,4
2023,10,Mannar,Narcotic Drugs,4
2023,11,Mannar,Narcotic Drugs,5
2023,12,Mannar,Narcotic Drugs,5
2023,1,Mannar,Obstructing Police,0
2023,2,Mannar,Obstructing Police,0
2023,3,Mannar,Obstructing Police,0
2023,4,Mannar,Obstructing Police,0
2023,5,Mannar,Obstructing Police,1
2023,6,Mannar,Obstructing Police,0
2023,7,Mannar,Obstructing Police,1
2023,8,Mannar,Obstructing Police,0
2023,9,Mannar,Obstructing Police,0
2023,10,Mannar,Obstructing Police,0
2023,11,Mannar,Obstructing Police,0
2023,12,Mannar,Obstructing Police,1
2023,1,Mannar,Offences Against The State,0
2023,2,Mannar,Offences Against The State,0
2023,3,Mannar,Offences Against The State,0
2023,4,Mannar,Offences Against The State,0
2023,5,Mannar,Offences Against The State,0
2023,6,Mannar,Offences Against The State,0
2023,7,Mannar,Offences Against The State,0
2023,8,Mannar,Offences Against The State,0
2023,9,Mannar,Offences Against The State,0
2023,10,Mannar,Offences Against The State,0
2023,11,Mannar,Offences Against The State,0
2023,12,Mannar,Offences Against The State,0
2023,1,Mannar,Offensive Weapons Act,0
2023,2,Mannar,Offensive Weapons Act,0
2023,3,Mannar,Offensive Weapons Act,0
2023,4,Mannar,Offensive Weapons Act,0
2023,5,Mannar,Offensive Weapons Act,0
2023,6,Mannar,Offensive Weapons Act,0
2023,7,Mannar,Offensive Weapons Act,0
2023,8,Mannar,Offensive Weapons Act,0
2023,9,Mannar,Offensive Weapons Act,0
2023,10,Mannar,Offensive Weapons Act,0
2023,11,Mannar,Offensive Weapons Act,0
2023,12,Mannar,Offensive Weapons Act,0
2023,1,Mannar,Property Theft > 50k,2
2023,2,Mannar,Property Theft > 50k,2
2023,3,Mannar,Property Theft > 50k,2
2023,4,Mannar,Property Theft > 50k,2
2023,5,Mannar,Property Theft > 50k,2
2023,6,Mannar,Property Theft > 50k,4
2023,7,Mannar,Property Theft > 50k,4
2023,8,Mannar,Property Theft > 50k,2
2023,9,Mannar,Property Theft > 50k,4
2023,10,Mannar,Property Theft > 50k,3
2023,11,Mannar,Property Theft > 50k,4
2023,12,Mannar,Property Theft > 50k,5
2023,1,Mannar,Rape (Adult),0
2023,2,Mannar,Rape (Adult),0
2023,3,Mannar,Rape (Adult),0
2023,4,Mannar,Rape (Adult),0
2023,5,Mannar,Rape (Adult),1
2023,6,Mannar,Rape (Adult),1
2023,7,Mannar,Rape (Adult),0
2023,8,Mannar,Rape (Adult),0
2023,9,Mannar,Rape (Adult),0
2023,10,Mannar,Rape (Adult),0
2023,11,Mannar,Rape (Adult),1
2023,12,Mannar,Rape (Adult),1
2023,1,Mannar,Robbery,0
2023,2,Mannar,Robbery,0
2023,3,Mannar,Robbery,1
2023,4,Mannar,Robbery,0
2023,5,Mannar,Robbery,1
2023,6,Mannar,Robbery,1
2023,7,Mannar,Robbery,1
2023,8,Mannar,Robbery,0
2023,9,Mannar,Robbery,0
2023,10,Mannar,Robbery,0
2023,11,Mannar,Robbery,1
2023,12,Mannar,Robbery,1
2023,1,Mannar,Sexual Exploitation Of Children,0
2023,2,Mannar,Sexual Exploitation Of Children,0
2023,3,Mannar,Sexual Exploitation Of Children,0
2023,4,Mannar,Sexual Exploitation Of Children,0
2023,5,Mannar,Sexual Exploitation Of Children,0
2023,6,Mannar,Sexual Exploitation Of Children,0
2023,7,Mannar,Sexual Exploitation Of Children,0
2023,8,Mannar,Sexual Exploitation Of Children,0
2023,9,Mannar,Sexual Exploitation Of Children,0
2023,10,Mannar,Sexual Exploitation Of Children,0
2023,11,Mannar,Sexual Exploitation Of Children,0
2023,12,Mannar,Sexual Exploitation Of Children,0
2023,1,Mannar,Statutory Rape (Consensual),0
2023,2,Mannar,Statutory Rape (Consensual),0
2023,3,Mannar,Statutory Rape (Consensual),0
2023,4,Mannar,Statutory Rape (Consensual),1
2023,5,Mannar,Statutory Rape (Consensual),1
2023,6,Mannar,Statutory Rape (Consensual),1
2023,7,Mannar,Statutory Rape (Consensual),1
2023,8,Mannar,Statutory Rape (Consensual),1
2023,9,Mannar,Statutory Rape (Consensual),0
2023,10,Mannar,Statutory Rape (Consensual),1
2023,11,Mannar,Statutory Rape (Consensual),1
2023,12,Mannar,Statutory Rape (Consensual),1
2023,1,Mannar,Statutory Rape (Non-consensual),0
2023,2,Mannar,Statutory Rape (Non-consensual),0
2023,3,Mannar,Statutory Rape (Non-consensual),0
2023,4,Mannar,Statutory Rape (Non-consensual),0
2023,5,Mannar,Statutory Rape (Non-consensual),0
2023,6,Mannar,Statutory Rape (Non-consensual),0
2023,7,Mannar,Statutory Rape (Non-consensual),1
2023,8,Mannar,Statutory Rape (Non-consensual),0
2023,9,Mannar,Statutory Rape (Non-consensual),0
2023,10,Mannar,Statutory Rape (Non-consensual),0
2023,11,Mannar,Statutory Rape (Non-consensual),0
2023,12,Mannar,Statutory Rape (Non-consensual),0
2023,1,Mannar,Unlawful Assembly/ Riot,0
2023,2,Mannar,Unlawful Assembly/ Riot,0
2023,3,Mannar,Unlawful Assembly/ Riot,0
2023,4,Mannar,Unlawful Assembly/ Riot,0
2023,5,Mannar,Unlawful Assembly/ Riot,0
2023,6,Mannar,Unlawful Assembly/ Riot,0
2023,7,Mannar,Unlawful Assembly/ Riot,0
2023,8,Mannar,Unlawful Assembly/ Riot,0
2023,9,Mannar,Unlawful Assembly/ Riot,0
2023,10,Mannar,Unlawful Assembly/ Riot,0
2023,11,Mannar,Unlawful Assembly/ Riot,0
2023,12,Mannar,Unlawful Assembly/ Riot,0
2023,1,Matale,Abduction,0
2023,2,Matale,Abduction,0
2023,3,Matale,Abduction,1
2023,4,Matale,Abduction,0
2023,5,Matale,Abduction,2
2023,6,Matale,Abduction,1
2023,7,Matale,Abduction,1
2023,8,Matale,Abduction,1
2023,9,Matale,Abduction,1
2023,10,Matale,Abduction,1
2023,11,Matale,Abduction,1
2023,12,Matale,Abduction,2
2023,1,Matale,Agriculture Theft > 50k,0
2023,2,Matale,Agriculture Theft > 50k,0
2023,3,Matale,Agriculture Theft > 50k,0
2023,4,Matale,Agriculture Theft > 50k,0
2023,5,Matale,Agriculture Theft > 50k,1
2023,6,Matale,Agriculture Theft > 50k,0
2023,7,Matale,Agriculture Theft > 50k,0
2023,8,Matale,Agriculture Theft > 50k,0
2023,9,Matale,Agriculture Theft > 50k,0
2023,10,Matale,Agriculture Theft > 50k,0
2023,11,Matale,Agriculture Theft > 50k,0
2023,12,Matale,Agriculture Theft > 50k,1
2023,1,Matale,Arson,0
2023,2,Matale,Arson,0
2023,3,Matale,Arson,1
2023,4,Matale,Arson,1
2023,5,Matale,Arson,1
2023,6,Matale,Arson,1
2023,7,Matale,Arson,1
2023,8,Matale,Arson,1
2023,9,Matale,Arson,0
2023,10,Matale,Arson,1
2023,11,Matale,Arson,1
2023,12,Matale,Arson,1
2023,1,Matale,Attempt to Murder,0
2023,2,Matale,Attempt to Murder,0
2023,3,Matale,Attempt to Murder,0
2023,4,Matale,Attempt to Murder,1
2023,5,Matale,Attempt to Murder,1
2023,6,Matale,Attempt to Murder,0
2023,7,Matale,Attempt to Murder,1
2023,8,Matale,Attempt to Murder,1
2023,9,Matale,Attempt to Murder,1
2023,10,Matale,Attempt to Murder,0
2023,11,Matale,Attempt to Murder,1
2023,12,Matale,Attempt to Murder,1
2023,1,Matale,Cattle Theft > 50k,1
2023,2,Matale,Cattle Theft > 50k,1
2023,3,Matale,Cattle Theft > 50k,2
2023,4,Matale,Cattle Theft > 50k,1
2023,5,Matale,Cattle Theft > 50k,2
2023,6,Matale,Cattle Theft > 50k,2
2023,7,Matale,Cattle Theft > 50k,2
2023,8,Matale,Cattle Theft > 50k,1
2023,9,Matale,Cattle Theft > 50k,1
2023,10,Matale,Cattle Theft > 50k,1
2023,11,Matale,Cattle Theft > 50k,2
2023,12,Matale,Cattle Theft > 50k,2
2023,1,Matale,Cheating / Breach of Trust > 300k,3
2023,2,Matale,Cheating / Breach of Trust > 300k,4
2023,3,Matale,Cheating / Breach of Trust > 300k,4
2023,4,Matale,Cheating / Breach of Trust > 300k,4
2023,5,Matale,Cheating / Breach of Trust > 300k,6
2023,6,Matale,Cheating / Breach of Trust > 300k,6
2023,7,Matale,Cheating / Breach of Trust > 300k,6
2023,8,Matale,Cheating / Breach of Trust > 300k,4
2023,9,Matale,Cheating / Breach of Trust > 300k,6
2023,10,Matale,Cheating / Breach of Trust > 300k,4
2023,11,Matale,Cheating / Breach of Trust > 300k,4
2023,12,Matale,Cheating / Breach of Trust > 300k,5
2023,1,Matale,Counterfeiting Currency,0
2023,2,Matale,Counterfeiting Currency,0
2023,3,Matale,Counterfeiting Currency,0
2023,4,Matale,Counterfeiting Currency,0
2023,5,Matale,Counterfeiting Currency,0
2023,6,Matale,Counterfeiting Currency,0
2023,7,Matale,Counterfeiting Currency,0
2023,8,Matale,Counterfeiting Currency,0
2023,9,Matale,Counterfeiting Currency,0
2023,10,Matale,Counterfeiting Currency,0
2023,11,Matale,Counterfeiting Currency,0
2023,12,Matale,Counterfeiting Currency,0
2023,1,Matale,Cruelty to Children,0
2023,2,Matale,Cruelty to Children,0
2023,3,Matale,Cruelty to Children,0
2023,4,Matale,Cruelty to Children,0
2023,5,Matale,Cruelty to Children,0
2023,6,Matale,Cruelty to Children,0
2023,7,Matale,Cruelty to Children,1
2023,8,Matale,Cruelty to Children,0
2023,9,Matale,Cruelty to Children,0
2023,10,Matale,Cruelty to Children,0
2023,11,Matale,Cruelty to Children,0
2023,12,Matale,Cruelty to Children,1
2023,1,Matale,Extortions,0
2023,2,Matale,Extortions,0
2023,3,Matale,Extortions,0
2023,4,Matale,Extortions,0
2023,5,Matale,Extortions,0
2023,6,Matale,Extortions,1
2023,7,Matale,Extortions,0
2023,8,Matale,Extortions,0
2023,9,Matale,Extortions,0
2023,10,Matale,Extortions,0
2023,11,Matale,Extortions,0
2023,12,Matale,Extortions,1
2023,1,Matale,Grave Sexual Abuse,1
2023,2,Matale,Grave Sexual Abuse,1
2023,3,Matale,Grave Sexual Abuse,2
2023,4,Matale,Grave Sexual Abuse,1
2023,5,Matale,Grave Sexual Abuse,2
2023,6,Matale,Grave Sexual Abuse,2
2023,7,Matale,Grave Sexual Abuse,2
2023,8,Matale,Grave Sexual Abuse,2
2023,9,Matale,Grave Sexual Abuse,1
2023,10,Matale,Grave Sexual Abuse,2
2023,11,Matale,Grave Sexual Abuse,2
2023,12,Matale,Grave Sexual Abuse,3
2023,1,Matale,Grievous Hurt,4
2023,2,Matale,Grievous Hurt,3
2023,3,Matale,Grievous Hurt,4
2023,4,Matale,Grievous Hurt,4
2023,5,Matale,Grievous Hurt,6
2023,6,Matale,Grievous Hurt,6
2023,7,Matale,Grievous Hurt,6
2023,8,Matale,Grievous Hurt,6
2023,9,Matale,Grievous Hurt,4
2023,10,Matale,Grievous Hurt,4
2023,11,Matale,Grievous Hurt,6
2023,12,Matale,Grievous Hurt,6
2023,1,Matale,House Breaking,13
2023,2,Matale,House Breaking,15
2023,3,Matale,House Breaking,16
2023,4,Matale,House Breaking,15
2023,5,Matale,House Breaking,16
2023,6,Matale,House Breaking,18
2023,7,Matale,House Breaking,19
2023,8,Matale,House Breaking,18
2023,9,Matale,House Breaking,14
2023,10,Matale,House Breaking,15
2023,11,Matale,House Breaking,19
2023,12,Matale,House Breaking,18
2023,1,Matale,Human Trafficking,0
2023,2,Matale,Human Trafficking,0
2023,3,Matale,Human Trafficking,0
2023,4,Matale,Human Trafficking,0
2023,5,Matale,Human Trafficking,0
2023,6,Matale,Human Trafficking,0
2023,7,Matale,Human Trafficking,0
2023,8,Matale,Human Trafficking,0
2023,9,Matale,Human Trafficking,0
2023,10,Matale,Human Trafficking,0
2023,11,Matale,Human Trafficking,0
2023,12,Matale,Human Trafficking,0
2023,1,Matale,Hurt by Dangerous Weapons,2
2023,2,Matale,Hurt by Dangerous Weapons,2
2023,3,Matale,Hurt by Dangerous Weapons,3
2023,4,Matale,Hurt by Dangerous Weapons,3
2023,5,Matale,Hurt by Dangerous Weapons,4
2023,6,Matale,Hurt by Dangerous Weapons,3
2023,7,Matale,Hurt by Dangerous Weapons,4
2023,8,Matale,Hurt by Dangerous Weapons,3
2023,9,Matale,Hurt by Dangerous Weapons,3
2023,10,Matale,Hurt by Dangerous Weapons,4
2023,11,Matale,Hurt by Dangerous Weapons,4
2023,12,Matale,Hurt by Dangerous Weapons,5
2023,1,Matale,Illegal Firearms,0
2023,2,Matale,Illegal Firearms,0
2023,3,Matale,Illegal Firearms,0
2023,4,Matale,Illegal Firearms,0
2023,5,Matale,Illegal Firearms,0
2023,6,Matale,Illegal Firearms,0
2023,7,Matale,Illegal Firearms,0
2023,8,Matale,Illegal Firearms,0
2023,9,Matale,Illegal Firearms,0
2023,10,Matale,Illegal Firearms,0
2023,11,Matale,Illegal Firearms,1
2023,12,Matale,Illegal Firearms,1
2023,1,Matale,Kidnapping,0
2023,2,Matale,Kidnapping,0
2023,3,Matale,Kidnapping,0
2023,4,Matale,Kidnapping,0
2023,5,Matale,Kidnapping,0
2023,6,Matale,Kidnapping,0
2023,7,Matale,Kidnapping,1
2023,8,Matale,Kidnapping,0
2023,9,Matale,Kidnapping,0
2023,10,Matale,Kidnapping,0
2023,11,Matale,Kidnapping,0
2023,12,Matale,Kidnapping,1
2023,1,Matale,Mischief > 50k,0
2023,2,Matale,Mischief > 50k,0
2023,3,Matale,Mischief > 50k,1
2023,4,Matale,Mischief > 50k,1
2023,5,Matale,Mischief > 50k,1
2023,6,Matale,Mischief > 50k,1
2023,7,Matale,Mischief > 50k,1
2023,8,Matale,Mischief > 50k,0
2023,9,Matale,Mischief > 50k,0
2023,10,Matale,Mischief > 50k,0
2023,11,Matale,Mischief > 50k,0
2023,12,Matale,Mischief > 50k,1
2023,1,Matale,Murder,0
2023,2,Matale,Murder,0
2023,3,Matale,Murder,0
2023,4,Matale,Murder,0
2023,5,Matale,Murder,1
2023,6,Matale,Murder,0
2023,7,Matale,Murder,1
2023,8,Matale,Murder,1
2023,9,Matale,Murder,0
2023,10,Matale,Murder,1
2023,11,Matale,Murder,1
2023,12,Matale,Murder,1
2023,1,Matale,Narcotic Drugs,3
2023,2,Matale,Narcotic Drugs,1
2023,3,Matale,Narcotic Drugs,3
2023,4,Matale,Narcotic Drugs,1
2023,5,Matale,Narcotic Drugs,2
2023,6,Matale,Narcotic Drugs,3
2023,7,Matale,Narcotic Drugs,2
2023,8,Matale,Narcotic Drugs,1
2023,9,Matale,Narcotic Drugs,1
2023,10,Matale,Narcotic Drugs,1
2023,11,Matale,Narcotic Drugs,3
2023,12,Matale,Narcotic Drugs,3
2023,1,Matale,Obstructing Police,0
2023,2,Matale,Obstructing Police,0
2023,3,Matale,Obstructing Police,1
2023,4,Matale,Obstructing Police,0
2023,5,Matale,Obstructing Police,1
2023,6,Matale,Obstructing Police,1
2023,7,Matale,Obstructing Police,1
2023,8,Matale,Obstructing Police,0
2023,9,Matale,Obstructing Police,0
2023,10,Matale,Obstructing Police,0
2023,11,Matale,Obstructing Police,0
2023,12,Matale,Obstructing Police,1
2023,1,Matale,Offences Against The State,0
2023,2,Matale,Offences Against The State,0
2023,3,Matale,Offences Against The State,0
2023,4,Matale,Offences Against The State,0
2023,5,Matale,Offences Against The State,0
2023,6,Matale,Offences Against The State,0
2023,7,Matale,Offences Against The State,0
2023,8,Matale,Offences Against The State,0
2023,9,Matale,Offences Against The State,0
2023,10,Matale,Offences Against The State,0
2023,11,Matale,Offences Against The State,0
2023,12,Matale,Offences Against The State,0
2023,1,Matale,Offensive Weapons Act,0
2023,2,Matale,Offensive Weapons Act,0
2023,3,Matale,Offensive Weapons Act,0
2023,4,Matale,Offensive Weapons Act,0
2023,5,Matale,Offensive Weapons Act,0
2023,6,Matale,Offensive Weapons Act,0
2023,7,Matale,Offensive Weapons Act,0
2023,8,Matale,Offensive Weapons Act,0
2023,9,Matale,Offensive Weapons Act,0
2023,10,Matale,Offensive Weapons Act,0
2023,11,Matale,Offensive Weapons Act,0
2023,12,Matale,Offensive Weapons Act,1
2023,1,Matale,Property Theft > 50k,6
2023,2,Matale,Property Theft > 50k,6
2023,3,Matale,Property Theft > 50k,6
2023,4,Matale,Property Theft > 50k,8
2023,5,Matale,Property Theft > 50k,8
2023,6,Matale,Property Theft > 50k,9
2023,7,Matale,Property Theft > 50k,8
2023,8,Matale,Property Theft > 50k,7
2023,9,Matale,Property Theft > 50k,8
2023,10,Matale,Property Theft > 50k,6
2023,11,Matale,Property Theft > 50k,9
2023,12,Matale,Property Theft > 50k,11
2023,1,Matale,Rape (Adult),0
2023,2,Matale,Rape (Adult),0
2023,3,Matale,Rape (Adult),0
2023,4,Matale,Rape (Adult),1
2023,5,Matale,Rape (Adult),0
2023,6,Matale,Rape (Adult),1
2023,7,Matale,Rape (Adult),1
2023,8,Matale,Rape (Adult),0
2023,9,Matale,Rape (Adult),0
2023,10,Matale,Rape (Adult),1
2023,11,Matale,Rape (Adult),1
2023,12,Matale,Rape (Adult),1
2023,1,Matale,Robbery,2
2023,2,Matale,Robbery,2
2023,3,Matale,Robbery,3
2023,4,Matale,Robbery,3
2023,5,Matale,Robbery,4
2023,6,Matale,Robbery,3
2023,7,Matale,Robbery,2
2023,8,Matale,Robbery,3
2023,9,Matale,Robbery,2
2023,10,Matale,Robbery,2
2023,11,Matale,Robbery,4
2023,12,Matale,Robbery,4
2023,1,Matale,Sexual Exploitation Of Children,0
2023,2,Matale,Sexual Exploitation Of Children,0
2023,3,Matale,Sexual Exploitation Of Children,0
2023,4,Matale,Sexual Exploitation Of Children,0
2023,5,Matale,Sexual Exploitation Of Children,0
2023,6,Matale,Sexual Exploitation Of Children,0
2023,7,Matale,Sexual Exploitation Of Children,0
2023,8,Matale,Sexual Exploitation Of Children,0
2023,9,Matale,Sexual Exploitation Of Children,0
2023,10,Matale,Sexual Exploitation Of Children,0
2023,11,Matale,Sexual Exploitation Of Children,0
2023,12,Matale,Sexual Exploitation Of Children,0
2023,1,Matale,Statutory Rape (Consensual),1
2023,2,Matale,Statutory Rape (Consensual),2
2023,3,Matale,Statutory Rape (Consensual),3
2023,4,Matale,Statutory Rape (Consensual),2
2023,5,Matale,Statutory Rape (Consensual),2
2023,6,Matale,Statutory Rape (Consensual),3
2023,7,Matale,Statutory Rape (Consensual),3
2023,8,Matale,Statutory Rape (Consensual),2
2023,9,Matale,Statutory Rape (Consensual),1
2023,10,Matale,Statutory Rape (Consensual),2
2023,11,Matale,Statutory Rape (Consensual),3
2023,12,Matale,Statutory Rape (Consensual),3
2023,1,Matale,Statutory Rape (Non-consensual),0
2023,2,Matale,Statutory Rape (Non-consensual),0
2023,3,Matale,Statutory Rape (Non-consensual),0
2023,4,Matale,Statutory Rape (Non-consensual),2
2023,5,Matale,Statutory Rape (Non-consensual),1
2023,6,Matale,Statutory Rape (Non-consensual),1
2023,7,Matale,Statutory Rape (Non-consensual),1
2023,8,Matale,Statutory Rape (Non-consensual),0
2023,9,Matale,Statutory Rape (Non-consensual),1
2023,10,Matale,Statutory Rape (Non-consensual),1
2023,11,Matale,Statutory Rape (Non-consensual),2
2023,12,Matale,Statutory Rape (Non-consensual),2
2023,1,Matale,Unlawful Assembly/ Riot,0
2023,2,Matale,Unlawful Assembly/ Riot,0
2023,3,Matale,Unlawful Assembly/ Riot,0
2023,4,Matale,Unlawful Assembly/ Riot,0
2023,5,Matale,Unlawful Assembly/ Riot,0
2023,6,Matale,Unlawful Assembly/ Riot,0
2023,7,Matale,Unlawful Assembly/ Riot,0
2023,8,Matale,Unlawful Assembly/ Riot,0
2023,9,Matale,Unlawful Assembly/ Riot,0
2023,10,Matale,Unlawful Assembly/ Riot,0
2023,11,Matale,Unlawful Assembly/ Riot,0
2023,12,Matale,Unlawful Assembly/ Riot,0
2023,1,Matara,Abduction,1
2023,2,Matara,Abduction,1
2023,3,Matara,Abduction,1
2023,4,Matara,Abduction,3
2023,5,Matara,Abduction,3
2023,6,Matara,Abduction,3
2023,7,Matara,Abduction,3
2023,8,Matara,Abduction,1
2023,9,Matara,Abduction,1
2023,10,Matara,Abduction,1
2023,11,Matara,Abduction,3
2023,12,Matara,Abduction,3
2023,1,Matara,Agriculture Theft > 50k,0
2023,2,Matara,Agriculture Theft > 50k,0
2023,3,Matara,Agriculture Theft > 50k,0
2023,4,Matara,Agriculture Theft > 50k,0
2023,5,Matara,Agriculture Theft > 50k,0
2023,6,Matara,Agriculture Theft > 50k,0
2023,7,Matara,Agriculture Theft > 50k,0
2023,8,Matara,Agriculture Theft > 50k,0
2023,9,Matara,Agriculture Theft > 50k,0
2023,10,Matara,Agriculture Theft > 50k,0
2023,11,Matara,Agriculture Theft > 50k,0
2023,12,Matara,Agriculture Theft > 50k,1
2023,1,Matara,Arson,0
2023,2,Matara,Arson,0
2023,3,Matara,Arson,1
2023,4,Matara,Arson,1
2023,5,Matara,Arson,2
2023,6,Matara,Arson,2
2023,7,Matara,Arson,1
2023,8,Matara,Arson,1
2023,9,Matara,Arson,0
2023,10,Matara,Arson,0
2023,11,Matara,Arson,1
2023,12,Matara,Arson,2
2023,1,Matara,Attempt to Murder,0
2023,2,Matara,Attempt to Murder,0
2023,3,Matara,Attempt to Murder,0
2023,4,Matara,Attempt to Murder,2
2023,5,Matara,Attempt to Murder,2
2023,6,Matara,Attempt to Murder,2
2023,7,Matara,Attempt to Murder,2
2023,8,Matara,Attempt to Murder,1
2023,9,Matara,Attempt to Murder,0
2023,10,Matara,Attempt to Murder,1
2023,11,Matara,Attempt to Murder,1
2023,12,Matara,Attempt to Murder,2
2023,1,Matara,Cattle Theft > 50k,5
2023,2,Matara,Cattle Theft > 50k,5
2023,3,Matara,Cattle Theft > 50k,6
2023,4,Matara,Cattle Theft > 50k,8
2023,5,Matara,Cattle Theft > 50k,8
2023,6,Matara,Cattle Theft > 50k,8
2023,7,Matara,Cattle Theft > 50k,8
2023,8,Matara,Cattle Theft > 50k,6
2023,9,Matara,Cattle Theft > 50k,7
2023,10,Matara,Cattle Theft > 50k,7
2023,11,Matara,Cattle Theft > 50k,7
2023,12,Matara,Cattle Theft > 50k,10
2023,1,Matara,Cheating / Breach of Trust > 300k,3
2023,2,Matara,Cheating / Breach of Trust > 300k,3
2023,3,Matara,Cheating / Breach of Trust > 300k,5
2023,4,Matara,Cheating / Breach of Trust > 300k,5
