year,month,district,crime_type,crime_count
2023,4,Gampola,House Breaking,14
2023,5,Gampola,House Breaking,15
2023,6,Gampola,House Breaking,17
2023,7,Gampola,House Breaking,16
2023,8,Gampola,House Breaking,11
2023,9,Gampola,House Breaking,17
2023,10,Gampola,House Breaking,16
2023,11,Gampola,House Breaking,16
2023,12,Gampola,House Breaking,16
2023,1,Gampola,Human Trafficking,0
2023,2,Gampola,Human Trafficking,0
2023,3,Gampola,Human Trafficking,0
2023,4,Gampola,Human Trafficking,0
2023,5,Gampola,Human Trafficking,0
2023,6,Gampola,Human Trafficking,0
2023,7,Gampola,Human Trafficking,0
2023,8,Gampola,Human Trafficking,0
2023,9,Gampola,Human Trafficking,0
2023,10,Gampola,Human Trafficking,0
2023,11,Gampola,Human Trafficking,0
2023,12,Gampola,Human Trafficking,0
2023,1,Gampola,Hurt by Dangerous Weapons,2
2023,2,Gampola,Hurt by Dangerous Weapons,1
2023,3,Gampola,Hurt by Dangerous Weapons,3
2023,4,Gampola,Hurt by Dangerous Weapons,2
2023,5,Gampola,Hurt by Dangerous Weapons,4
2023,6,Gampola,Hurt by Dangerous Weapons,3
2023,7,Gampola,Hurt by Dangerous Weapons,3
2023,8,Gampola,Hurt by Dangerous Weapons,3
2023,9,Gampola,Hurt by Dangerous Weapons,2
2023,10,Gampola,Hurt by Dangerous Weapons,3
2023,11,Gampola,Hurt by Dangerous Weapons,2
2023,12,Gampola,Hurt by Dangerous Weapons,4
2023,1,Gampola,Illegal Firearms,0
2023,2,Gampola,Illegal Firearms,0
2023,3,Gampola,Illegal Firearms,0
2023,4,Gampola,Illegal Firearms,0
2023,5,Gampola,Illegal Firearms,0
2023,6,Gampola,Illegal Firearms,0
2023,7,Gampola,Illegal Firearms,0
2023,8,Gampola,Illegal Firearms,0
2023,9,Gampola,Illegal Firearms,0
2023,10,Gampola,Illegal Firearms,0
2023,11,Gampola,Illegal Firearms,0
2023,12,Gampola,Illegal Firearms,0
2023,1,Gampola,Kidnapping,0
2023,2,Gampola,Kidnapping,0
2023,3,Gampola,Kidnapping,0
2023,4,Gampola,Kidnapping,0
2023,5,Gampola,Kidnapping,0
2023,6,Gampola,Kidnapping,1
2023,7,Gampola,Kidnapping,0
2023,8,Gampola,Kidnapping,0
2023,9,Gampola,Kidnapping,0
2023,10,Gampola,Kidnapping,0
2023,11,Gampola,Kidnapping,0
2023,12,Gampola,Kidnapping,1
2023,1,Gampola,Mischief > 50k,0
2023,2,Gampola,Mischief > 50k,0
2023,3,Gampola,Mischief > 50k,0
2023,4,Gampola,Mischief > 50k,0
2023,5,Gampola,Mischief > 50k,1
2023,6,Gampola,Mischief > 50k,1
2023,7,Gampola,Mischief > 50k,0
2023,8,Gampola,Mischief > 50k,0
2023,9,Gampola,Mischief > 50k,1
2023,10,Gampola,Mischief > 50k,1
2023,11,Gampola,Mischief > 50k,1
2023,12,Gampola,Mischief > 50k,1
2023,1,Gampola,Murder,0
2023,2,Gampola,Murder,0
2023,3,Gampola,Murder,0
2023,4,Gampola,Murder,1
2023,5,Gampola,Murder,1
2023,6,Gampola,Murder,1
2023,7,Gampola,Murder,1
2023,8,Gampola,Murder,0
2023,9,Gampola,Murder,0
2023,10,Gampola,Murder,1
2023,11,Gampola,Murder,0
2023,12,Gampola,Murder,1
2023,1,Gampola,Narcotic Drugs,0
2023,2,Gampola,Narcotic Drugs,0
2023,3,Gampola,Narcotic Drugs,0
2023,4,Gampola,Narcotic Drugs,1
2023,5,Gampola,Narcotic Drugs,0
2023,6,Gampola,Narcotic Drugs,1
2023,7,Gampola,Narcotic Drugs,0
2023,8,Gampola,Narcotic Drugs,0
2023,9,Gampola,Narcotic Drugs,0
2023,10,Gampola,Narcotic Drugs,0
2023,11,Gampola,Narcotic Drugs,0
2023,12,Gampola,Narcotic Drugs,1
2023,1,Gampola,Obstructing Police,0
2023,2,Gampola,Obstructing Police,0
2023,3,Gampola,Obstructing Police,0
2023,4,Gampola,Obstructing Police,0
2023,5,Gampola,Obstructing Police,0
2023,6,Gampola,Obstructing Police,0
2023,7,Gampola,Obstructing Police,0
2023,8,Gampola,Obstructing Police,0
2023,9,Gampola,Obstructing Police,0
2023,10,Gampola,Obstructing Police,0
2023,11,Gampola,Obstructing Police,0
2023,12,Gampola,Obstructing Police,1
2023,1,Gampola,Offences Against The State,0
2023,2,Gampola,Offences Against The State,0
2023,3,Gampola,Offences Against The State,0
2023,4,Gampola,Offences Against The State,0
2023,5,Gampola,Offences Against The State,0
2023,6,Gampola,Offences Against The State,0
2023,7,Gampola,Offences Against The State,0
2023,8,Gampola,Offences Against The State,0
2023,9,Gampola,Offences Against The State,0
2023,10,Gampola,Offences Against The State,0
2023,11,Gampola,Offences Against The State,0
2023,12,Gampola,Offences Against The State,0
2023,1,Gampola,Offensive Weapons Act,0
2023,2,Gampola,Offensive Weapons Act,0
2023,3,Gampola,Offensive Weapons Act,0
2023,4,Gampola,Offensive Weapons Act,0
2023,5,Gampola,Offensive Weapons Act,0
2023,6,Gampola,Offensive Weapons Act,0
2023,7,Gampola,Offensive Weapons Act,0
2023,8,Gampola,Offensive Weapons Act,0
2023,9,Gampola,Offensive Weapons Act,0
2023,10,Gampola,Offensive Weapons Act,0
2023,11,Gampola,Offensive Weapons Act,0
2023,12,Gampola,Offensive Weapons Act,0
2023,1,Gampola,Property Theft > 50k,6
2023,2,Gampola,Property Theft > 50k,6
2023,3,Gampola,Property Theft > 50k,8
2023,4,Gampola,Property Theft > 50k,6
2023,5,Gampola,Property Theft > 50k,9
2023,6,Gampola,Property Theft > 50k,7
2023,7,Gampola,Property Theft > 50k,8
2023,8,Gampola,Property Theft > 50k,7
2023,9,Gampola,Property Theft > 50k,6
2023,10,Gampola,Property Theft > 50k,6
2023,11,Gampola,Property Theft > 50k,9
2023,12,Gampola,Property Theft > 50k,10
2023,1,Gampola,Rape (Adult),0
2023,2,Gampola,Rape (Adult),0
2023,3,Gampola,Rape (Adult),0
2023,4,Gampola,Rape (Adult),0
2023,5,Gampola,Rape (Adult),0
2023,6,Gampola,Rape (Adult),1
2023,7,Gampola,Rape (Adult),1
2023,8,Gampola,Rape (Adult),0
2023,9,Gampola,Rape (Adult),0
2023,10,Gampola,Rape (Adult),0
2023,11,Gampola,Rape (Adult),1
2023,12,Gampola,Rape (Adult),1
2023,1,Gampola,Robbery,2
2023,2,Gampola,Robbery,1
2023,3,Gampola,Robbery,2
2023,4,Gampola,Robbery,2
2023,5,Gampola,Robbery,3
2023,6,Gampola,Robbery,3
2023,7,Gampola,Robbery,4
2023,8,Gampola,Robbery,3
2023,9,Gampola,Robbery,3
2023,10,Gampola,Robbery,2
2023,11,Gampola,Robbery,3
2023,12,Gampola,Robbery,4
2023,1,Gampola,Sexual Exploitation Of Children,0
2023,2,Gampola,Sexual Exploitation Of Children,0
2023,3,Gampola,Sexual Exploitation Of Children,0
2023,4,Gampola,Sexual Exploitation Of Children,0
2023,5,Gampola,Sexual Exploitation Of Children,0
2023,6,Gampola,Sexual Exploitation Of Children,0
2023,7,Gampola,Sexual Exploitation Of Children,0
2023,8,Gampola,Sexual Exploitation Of Children,0
2023,9,Gampola,Sexual Exploitation Of Children,0
2023,10,Gampola,Sexual Exploitation Of Children,0
2023,11,Gampola,Sexual Exploitation Of Children,0
2023,12,Gampola,Sexual Exploitation Of Children,0
2023,1,Gampola,Statutory Rape (Consensual),0
2023,2,Gampola,Statutory Rape (Consensual),1
2023,3,Gampola,Statutory Rape (Consensual),1
2023,4,Gampola,Statutory Rape (Consensual),1
2023,5,Gampola,Statutory Rape (Consensual),1
2023,6,Gampola,Statutory Rape (Consensual),0
2023,7,Gampola,Statutory Rape (Consensual),1
2023,8,Gampola,Statutory Rape (Consensual),1
2023,9,Gampola,Statutory Rape (Consensual),0
2023,10,Gampola,Statutory Rape (Consensual),1
2023,11,Gampola,Statutory Rape (Consensual),1
2023,12,Gampola,Statutory Rape (Consensual),2
2023,1,Gampola,Statutory Rape (Non-consensual),0
2023,2,Gampola,Statutory Rape (Non-consensual),0
2023,3,Gampola,Statutory Rape (Non-consensual),1
2023,4,Gampola,Statutory Rape (Non-consensual),0
2023,5,Gampola,Statutory Rape (Non-consensual),1
2023,6,Gampola,Statutory Rape (Non-consensual),1
2023,7,Gampola,Statutory Rape (Non-consensual),1
2023,8,Gampola,Statutory Rape (Non-consensual),0
2023,9,Gampola,Statutory Rape (Non-consensual),0
2023,10,Gampola,Statutory Rape (Non-consensual),1
2023,11,Gampola,Statutory Rape (Non-consensual),1
2023,12,Gampola,Statutory Rape (Non-consensual),1
2023,1,Gampola,Unlawful Assembly/ Riot,0
2023,2,Gampola,Unlawful Assembly/ Riot,0
2023,3,Gampola,Unlawful Assembly/ Riot,0
2023,4,Gampola,Unlawful Assembly/ Riot,0
2023,5,Gampola,Unlawful Assembly/ Riot,0
2023,6,Gampola,Unlawful Assembly/ Riot,0
2023,7,Gampola,Unlawful Assembly/ Riot,0
2023,8,Gampola,Unlawful Assembly/ Riot,0
2023,9,Gampola,Unlawful Assembly/ Riot,0
2023,10,Gampola,Unlawful Assembly/ Riot,0
2023,11,Gampola,Unlawful Assembly/ Riot,0
2023,12,Gampola,Unlawful Assembly/ Riot,0
2023,1,Hatton,Abduction,0
2023,2,Hatton,Abduction,0
2023,3,Hatton,Abduction,1
2023,4,Hatton,Abduction,0
2023,5,Hatton,Abduction,1
2023,6,Hatton,Abduction,1
2023,7,Hatton,Abduction,1
2023,8,Hatton,Abduction,0
2023,9,Hatton,Abduction,0
2023,10,Hatton,Abduction,0
2023,11,Hatton,Abduction,1
2023,12,Hatton,Abduction,1
2023,1,Hatton,Agriculture Theft > 50k,0
2023,2,Hatton,Agriculture Theft > 50k,0
2023,3,Hatton,Agriculture Theft > 50k,0
2023,4,Hatton,Agriculture Theft > 50k,0
2023,5,Hatton,Agriculture Theft > 50k,0
2023,6,Hatton,Agriculture Theft > 50k,0
2023,7,Hatton,Agriculture Theft > 50k,0
2023,8,Hatton,Agriculture Theft > 50k,0
2023,9,Hatton,Agriculture Theft > 50k,0
2023,10,Hatton,Agriculture Theft > 50k,0
2023,11,Hatton,Agriculture Theft > 50k,0
2023,12,Hatton,Agriculture Theft > 50k,0
2023,1,Hatton,Arson,0
2023,2,Hatton,Arson,0
2023,3,Hatton,Arson,0
2023,4,Hatton,Arson,0
2023,5,Hatton,Arson,0
2023,6,Hatton,Arson,0
2023,7,Hatton,Arson,1
2023,8,Hatton,Arson,0
2023,9,Hatton,Arson,0
2023,10,Hatton,Arson,0
2023,11,Hatton,Arson,0
2023,12,Hatton,Arson,1
2023,1,Hatton,Attempt to Murder,0
2023,2,Hatton,Attempt to Murder,0
2023,3,Hatton,Attempt to Murder,0
2023,4,Hatton,Attempt to Murder,0
2023,5,Hatton,Attempt to Murder,0
2023,6,Hatton,Attempt to Murder,0
2023,7,Hatton,Attempt to Murder,0
2023,8,Hatton,Attempt to Murder,0
2023,9,Hatton,Attempt to Murder,0
2023,10,Hatton,Attempt to Murder,0
2023,11,Hatton,Attempt to Murder,0
2023,12,Hatton,Attempt to Murder,0
2023,1,Hatton,Cattle Theft > 50k,0
2023,2,Hatton,Cattle Theft > 50k,0
2023,3,Hatton,Cattle Theft > 50k,0
2023,4,Hatton,Cattle Theft > 50k,0
2023,5,Hatton,Cattle Theft > 50k,0
2023,6,Hatton,Cattle Theft > 50k,0
2023,7,Hatton,Cattle Theft > 50k,0
2023,8,Hatton,Cattle Theft > 50k,0
2023,9,Hatton,Cattle Theft > 50k,0
2023,10,Hatton,Cattle Theft > 50k,0
2023,11,Hatton,Cattle Theft > 50k,0
2023,12,Hatton,Cattle Theft > 50k,0
2023,1,Hatton,Cheating / Breach of Trust > 300k,0
2023,2,Hatton,Cheating / Breach of Trust > 300k,0
2023,3,Hatton,Cheating / Breach of Trust > 300k,1
2023,4,Hatton,Cheating / Breach of Trust > 300k,1
2023,5,Hatton,Cheating / Breach of Trust > 300k,0
2023,6,Hatton,Cheating / Breach of Trust > 300k,1
2023,7,Hatton,Cheating / Breach of Trust > 300k,1
2023,8,Hatton,Cheating / Breach of Trust > 300k,1
2023,9,Hatton,Cheating / Breach of Trust > 300k,1
2023,10,Hatton,Cheating / Breach of Trust > 300k,0
2023,11,Hatton,Cheating / Breach of Trust > 300k,1
2023,12,Hatton,Cheating / Breach of Trust > 300k,2
2023,1,Hatton,Counterfeiting Currency,0
2023,2,Hatton,Counterfeiting Currency,0
2023,3,Hatton,Counterfeiting Currency,0
2023,4,Hatton,Counterfeiting Currency,0
2023,5,Hatton,Counterfeiting Currency,0
2023,6,Hatton,Counterfeiting Currency,0
2023,7,Hatton,Counterfeiting Currency,0
2023,8,Hatton,Counterfeiting Currency,0
2023,9,Hatton,Counterfeiting Currency,0
2023,10,Hatton,Counterfeiting Currency,0
2023,11,Hatton,Counterfeiting Currency,0
2023,12,Hatton,Counterfeiting Currency,0
2023,1,Hatton,Cruelty to Children,0
2023,2,Hatton,Cruelty to Children,0
2023,3,Hatton,Cruelty to Children,0
2023,4,Hatton,Cruelty to Children,0
2023,5,Hatton,Cruelty to Children,0
2023,6,Hatton,Cruelty to Children,0
2023,7,Hatton,Cruelty to Children,0
2023,8,Hatton,Cruelty to Children,0
2023,9,Hatton,Cruelty to Children,0
2023,10,Hatton,Cruelty to Children,0
2023,11,Hatton,Cruelty to Children,0
2023,12,Hatton,Cruelty to Children,0
2023,1,Hatton,Extortions,0
2023,2,Hatton,Extortions,0
2023,3,Hatton,Extortions,0
2023,4,Hatton,Extortions,0
2023,5,Hatton,Extortions,0
2023,6,Hatton,Extortions,0
2023,7,Hatton,Extortions,0
2023,8,Hatton,Extortions,0
2023,9,Hatton,Extortions,0
2023,10,Hatton,Extortions,0
2023,11,Hatton,Extortions,0
2023,12,Hatton,Extortions,0
2023,1,Hatton,Grave Sexual Abuse,0
2023,2,Hatton,Grave Sexual Abuse,0
2023,3,Hatton,Grave Sexual Abuse,0
2023,4,Hatton,Grave Sexual Abuse,0
2023,5,Hatton,Grave Sexual Abuse,1
2023,6,Hatton,Grave Sexual Abuse,1
2023,7,Hatton,Grave Sexual Abuse,0
2023,8,Hatton,Grave Sexual Abuse,0
2023,9,Hatton,Grave Sexual Abuse,0
2023,10,Hatton,Grave Sexual Abuse,0
2023,11,Hatton,Grave Sexual Abuse,1
2023,12,Hatton,Grave Sexual Abuse,0
2023,1,Hatton,Grievous Hurt,1
2023,2,Hatton,Grievous Hurt,1
2023,3,Hatton,Grievous Hurt,1
2023,4,Hatton,Grievous Hurt,1
2023,5,Hatton,Grievous Hurt,2
2023,6,Hatton,Grievous Hurt,1
2023,7,Hatton,Grievous Hurt,1
2023,8,Hatton,Grievous Hurt,2
2023,9,Hatton,Grievous Hurt,1
2023,10,Hatton,Grievous Hurt,1
2023,11,Hatton,Grievous Hurt,2
2023,12,Hatton,Grievous Hurt,2
2023,1,Hatton,House Breaking,4
2023,2,Hatton,House Breaking,4
2023,3,Hatton,House Breaking,4
2023,4,Hatton,House Breaking,4
2023,5,Hatton,House Breaking,6
2023,6,Hatton,House Breaking,6
2023,7,Hatton,House Breaking,6
2023,8,Hatton,House Breaking,5
2023,9,Hatton,House Breaking,4
2023,10,Hatton,House Breaking,6
2023,11,Hatton,House Breaking,6
2023,12,Hatton,House Breaking,6
2023,1,Hatton,Human Trafficking,0
2023,2,Hatton,Human Trafficking,0
2023,3,Hatton,Human Trafficking,0
2023,4,Hatton,Human Trafficking,0
2023,5,Hatton,Human Trafficking,0
2023,6,Hatton,Human Trafficking,0
2023,7,Hatton,Human Trafficking,0
2023,8,Hatton,Human Trafficking,0
2023,9,Hatton,Human Trafficking,0
2023,10,Hatton,Human Trafficking,0
2023,11,Hatton,Human Trafficking,0
2023,12,Hatton,Human Trafficking,0
2023,1,Hatton,Hurt by Dangerous Weapons,0
2023,2,Hatton,Hurt by Dangerous Weapons,0
2023,3,Hatton,Hurt by Dangerous Weapons,1
2023,4,Hatton,Hurt by Dangerous Weapons,0
2023,5,Hatton,Hurt by Dangerous Weapons,1
2023,6,Hatton,Hurt by Dangerous Weapons,2
2023,7,Hatton,Hurt by Dangerous Weapons,0
2023,8,Hatton,Hurt by Dangerous Weapons,1
2023,9,Hatton,Hurt by Dangerous Weapons,2
2023,10,Hatton,Hurt by Dangerous Weapons,1
2023,11,Hatton,Hurt by Dangerous Weapons,2
2023,12,Hatton,Hurt by Dangerous Weapons,2
2023,1,Hatton,Illegal Firearms,0
2023,2,Hatton,Illegal Firearms,0
2023,3,Hatton,Illegal Firearms,0
2023,4,Hatton,Illegal Firearms,0
2023,5,Hatton,Illegal Firearms,0
2023,6,Hatton,Illegal Firearms,0
2023,7,Hatton,Illegal Firearms,0
2023,8,Hatton,Illegal Firearms,0
2023,9,Hatton,Illegal Firearms,0
2023,10,Hatton,Illegal Firearms,0
2023,11,Hatton,Illegal Firearms,0
2023,12,Hatton,Illegal Firearms,0
2023,1,Hatton,Kidnapping,0
2023,2,Hatton,Kidnapping,0
2023,3,Hatton,Kidnapping,0
2023,4,Hatton,Kidnapping,0
2023,5,Hatton,Kidnapping,0
2023,6,Hatton,Kidnapping,0
2023,7,Hatton,Kidnapping,0
2023,8,Hatton,Kidnapping,0
2023,9,Hatton,Kidnapping,0
2023,10,Hatton,Kidnapping,0
2023,11,Hatton,Kidnapping,0
2023,12,Hatton,Kidnapping,0
2023,1,Hatton,Mischief > 50k,0
2023,2,Hatton,Mischief > 50k,0
2023,3,Hatton,Mischief > 50k,0
2023,4,Hatton,Mischief > 50k,0
2023,5,Hatton,Mischief > 50k,0
2023,6,Hatton,Mischief > 50k,0
2023,7,Hatton,Mischief > 50k,1
2023,8,Hatton,Mischief > 50k,0
2023,9,Hatton,Mischief > 50k,0
2023,10,Hatton,Mischief > 50k,0
2023,11,Hatton,Mischief > 50k,0
2023,12,Hatton,Mischief > 50k,1
2023,1,Hatton,Murder,0
2023,2,Hatton,Murder,0
2023,3,Hatton,Murder,0
2023,4,Hatton,Murder,0
2023,5,Hatton,Murder,0
2023,6,Hatton,Murder,0
2023,7,Hatton,Murder,0
2023,8,Hatton,Murder,0
2023,9,Hatton,Murder,0
2023,10,Hatton,Murder,0
2023,11,Hatton,Murder,1
2023,12,Hatton,Murder,1
2023,1,Hatton,Narcotic Drugs,0
2023,2,Hatton,Narcotic Drugs,0
2023,3,Hatton,Narcotic Drugs,0
2023,4,Hatton,Narcotic Drugs,0
2023,5,Hatton,Narcotic Drugs,0
2023,6,Hatton,Narcotic Drugs,0
2023,7,Hatton,Narcotic Drugs,0
2023,8,Hatton,Narcotic Drugs,0
2023,9,Hatton,Narcotic Drugs,0
2023,10,Hatton,Narcotic Drugs,0
2023,11,Hatton,Narcotic Drugs,0
2023,12,Hatton,Narcotic Drugs,0
2023,1,Hatton,Obstructing Police,0
2023,2,Hatton,Obstructing Police,0
2023,3,Hatton,Obstructing Police,0
2023,4,Hatton,Obstructing Police,0
2023,5,Hatton,Obstructing Police,0
2023,6,Hatton,Obstructing Police,0
2023,7,Hatton,Obstructing Police,0
2023,8,Hatton,Obstructing Police,0
2023,9,Hatton,Obstructing Police,0
2023,10,Hatton,Obstructing Police,0
2023,11,Hatton,Obstructing Police,0
2023,12,Hatton,Obstructing Police,1
2023,1,Hatton,Offences Against The State,0
2023,2,Hatton,Offences Against The State,0
2023,3,Hatton,Offences Against The State,0
2023,4,Hatton,Offences Against The State,0
2023,5,Hatton,Offences Against The State,0
2023,6,Hatton,Offences Against The State,0
2023,7,Hatton,Offences Against The State,0
2023,8,Hatton,Offences Against The State,0
2023,9,Hatton,Offences Against The State,0
2023,10,Hatton,Offences Against The State,0
2023,11,Hatton,Offences Against The State,0
2023,12,Hatton,Offences Against The State,0
2023,1,Hatton,Offensive Weapons Act,0
2023,2,Hatton,Offensive Weapons Act,0
2023,3,Hatton,Offensive Weapons Act,0
2023,4,Hatton,Offensive Weapons Act,0
2023,5,Hatton,Offensive Weapons Act,0
2023,6,Hatton,Offensive Weapons Act,0
2023,7,Hatton,Offensive Weapons Act,0
2023,8,Hatton,Offensive Weapons Act,0
2023,9,Hatton,Offensive Weapons Act,0
2023,10,Hatton,Offensive Weapons Act,0
2023,11,Hatton,Offensive Weapons Act,0
2023,12,Hatton,Offensive Weapons Act,0
2023,1,Hatton,Property Theft > 50k,2
2023,2,Hatton,Property Theft > 50k,3
2023,3,Hatton,Property Theft > 50k,4
2023,4,Hatton,Property Theft > 50k,4
2023,5,Hatton,Property Theft > 50k,3
2023,6,Hatton,Property Theft > 50k,4
2023,7,Hatton,Property Theft > 50k,4
2023,8,Hatton,Property Theft > 50k,3
2023,9,Hatton,Property Theft > 50k,4
2023,10,Hatton,Property Theft > 50k,5
2023,11,Hatton,Property Theft > 50k,4
2023,12,Hatton,Property Theft > 50k,5
2023,1,Hatton,Rape (Adult),0
2023,2,Hatton,Rape (Adult),0
2023,3,Hatton,Rape (Adult),0
2023,4,Hatton,Rape (Adult),0
2023,5,Hatton,Rape (Adult),0
2023,6,Hatton,Rape (Adult),0
2023,7,Hatton,Rape (Adult),0
2023,8,Hatton,Rape (Adult),0
2023,9,Hatton,Rape (Adult),0
2023,10,Hatton,Rape (Adult),0
2023,11,Hatton,Rape (Adult),1
2023,12,Hatton,Rape (Adult),1
2023,1,Hatton,Robbery,0
2023,2,Hatton,Robbery,0
2023,3,Hatton,Robbery,0
2023,4,Hatton,Robbery,0
2023,5,Hatton,Robbery,1
2023,6,Hatton,Robbery,1
2023,7,Hatton,Robbery,1
2023,8,Hatton,Robbery,1
2023,9,Hatton,Robbery,1
2023,10,Hatton,Robbery,0
2023,11,Hatton,Robbery,1
2023,12,Hatton,Robbery,1
2023,1,Hatton,Sexual Exploitation Of Children,0
2023,2,Hatton,Sexual Exploitation Of Children,0
2023,3,Hatton,Sexual Exploitation Of Children,0
2023,4,Hatton,Sexual Exploitation Of Children,0
2023,5,Hatton,Sexual Exploitation Of Children,0
2023,6,Hatton,Sexual Exploitation Of Children,0
2023,7,Hatton,Sexual Exploitation Of Children,0
2023,8,Hatton,Sexual Exploitation Of Children,0
2023,9,Hatton,Sexual Exploitation Of Children,0
2023,10,Hatton,Sexual Exploitation Of Children,0
2023,11,Hatton,Sexual Exploitation Of Children,0
2023,12,Hatton,Sexual Exploitation Of Children,0
2023,1,Hatton,Statutory Rape (Consensual),0
2023,2,Hatton,Statutory Rape (Consensual),0
2023,3,Hatton,Statutory Rape (Consensual),1
2023,4,Hatton,Statutory Rape (Consensual),0
2023,5,Hatton,Statutory Rape (Consensual),2
2023,6,Hatton,Statutory Rape (Consensual),2
2023,7,Hatton,Statutory Rape (Consensual),2
2023,8,Hatton,Statutory Rape (Consensual),2
2023,9,Hatton,Statutory Rape (Consensual),0
2023,10,Hatton,Statutory Rape (Consensual),2
2023,11,Hatton,Statutory Rape (Consensual),0
2023,12,Hatton,Statutory Rape (Consensual),2
2023,1,Hatton,Statutory Rape (Non-consensual),0
2023,2,Hatton,Statutory Rape (Non-consensual),0
2023,3,Hatton,Statutory Rape (Non-consensual),0
2023,4,Hatton,Statutory Rape (Non-consensual),0
2023,5,Hatton,Statutory Rape (Non-consensual),0
2023,6,Hatton,Statutory Rape (Non-consensual),0
2023,7,Hatton,Statutory Rape (Non-consensual),0
2023,8,Hatton,Statutory Rape (Non-consensual),0
2023,9,Hatton,Statutory Rape (Non-consensual),0
2023,10,Hatton,Statutory Rape (Non-consensual),0
2023,11,Hatton,Statutory Rape (Non-consensual),0
2023,12,Hatton,Statutory Rape (Non-consensual),1
2023,1,Hatton,Unlawful Assembly/ Riot,0
2023,2,Hatton,Unlawful Assembly/ Riot,0
2023,3,Hatton,Unlawful Assembly/ Riot,0
2023,4,Hatton,Unlawful Assembly/ Riot,0
2023,5,Hatton,Unlawful Assembly/ Riot,0
2023,6,Hatton,Unlawful Assembly/ Riot,0
2023,7,Hatton,Unlawful Assembly/ Riot,0
2023,8,Hatton,Unlawful Assembly/ Riot,0
2023,9,Hatton,Unlawful Assembly/ Riot,0
2023,10,Hatton,Unlawful Assembly/ Riot,0
2023,11,Hatton,Unlawful Assembly/ Riot,0
2023,12,Hatton,Unlawful Assembly/ Riot,0
2023,1,Jaffna,Abduction,0
2023,2,Jaffna,Abduction,0
2023,3,Jaffna,Abduction,0
2023,4,Jaffna,Abduction,0
2023,5,Jaffna,Abduction,1
2023,6,Jaffna,Abduction,1
2023,7,Jaffna,Abduction,1
2023,8,Jaffna,Abduction,1
2023,9,Jaffna,Abduction,0
2023,10,Jaffna,Abduction,0
2023,11,Jaffna,Abduction,1
2023,12,Jaffna,Abduction,1
2023,1,Jaffna,Agriculture Theft > 50k,0
2023,2,Jaffna,Agriculture Theft > 50k,0
2023,3,Jaffna,Agriculture Theft > 50k,0
2023,4,Jaffna,Agriculture Theft > 50k,0
2023,5,Jaffna,Agriculture Theft > 50k,0
2023,6,Jaffna,Agriculture Theft > 50k,1
2023,7,Jaffna,Agriculture Theft > 50k,0
2023,8,Jaffna,Agriculture Theft > 50k,0
2023,9,Jaffna,Agriculture Theft > 50k,0
2023,10,Jaffna,Agriculture Theft > 50k,0
2023,11,Jaffna,Agriculture Theft > 50k,0
2023,12,Jaffna,Agriculture Theft > 50k,0
2023,1,Jaffna,Arson,2
2023,2,Jaffna,Arson,2
2023,3,Jaffna,Arson,3
2023,4,Jaffna,Arson,3
2023,5,Jaffna,Arson,4
2023,6,Jaffna,Arson,3
2023,7,Jaffna,Arson,3
2023,8,Jaffna,Arson,2
2023,9,Jaffna,Arson,2
2023,10,Jaffna,Arson,2
2023,11,Jaffna,Arson,3
2023,12,Jaffna,Arson,4
2023,1,Jaffna,Attempt to Murder,0
2023,2,Jaffna,Attempt to Murder,0
2023,3,Jaffna,Attempt to Murder,0
2023,4,Jaffna,Attempt to Murder,0
2023,5,Jaffna,Attempt to Murder,0
2023,6,Jaffna,Attempt to Murder,0
2023,7,Jaffna,Attempt to Murder,0
2023,8,Jaffna,Attempt to Murder,0
2023,9,Jaffna,Attempt to Murder,0
2023,10,Jaffna,Attempt to Murder,0
2023,11,Jaffna,Attempt to Murder,0
2023,12,Jaffna,Attempt to Murder,1
2023,1,Jaffna,Cattle Theft > 50k,2
2023,2,Jaffna,Cattle Theft > 50k,1
2023,3,Jaffna,Cattle Theft > 50k,2
2023,4,Jaffna,Cattle Theft > 50k,2
2023,5,Jaffna,Cattle Theft > 50k,2
2023,6,Jaffna,Cattle Theft > 50k,3
2023,7,Jaffna,Cattle Theft > 50k,3
2023,8,Jaffna,Cattle Theft > 50k,3
2023,9,Jaffna,Cattle Theft > 50k,2
2023,10,Jaffna,Cattle Theft > 50k,2
2023,11,Jaffna,Cattle Theft > 50k,3
2023,12,Jaffna,Cattle Theft > 50k,4
2023,1,Jaffna,Cheating / Breach of Trust > 300k,1
2023,2,Jaffna,Cheating / Breach of Trust > 300k,1
2023,3,Jaffna,Cheating / Breach of Trust > 300k,3
2023,4,Jaffna,Cheating / Breach of Trust > 300k,2
2023,5,Jaffna,Cheating / Breach of Trust > 300k,3
2023,6,Jaffna,Cheating / Breach of Trust > 300k,2
2023,7,Jaffna,Cheating / Breach of Trust > 300k,2
2023,8,Jaffna,Cheating / Breach of Trust > 300k,2
2023,9,Jaffna,Cheating / Breach of Trust > 300k,2
2023,10,Jaffna,Cheating / Breach of Trust > 300k,1
2023,11,Jaffna,Cheating / Breach of Trust > 300k,3
2023,12,Jaffna,Cheating / Breach of Trust > 300k,3
2023,1,Jaffna,Counterfeiting Currency,0
2023,2,Jaffna,Counterfeiting Currency,0
2023,3,Jaffna,Counterfeiting Currency,0
2023,4,Jaffna,Counterfeiting Currency,0
2023,5,Jaffna,Counterfeiting Currency,0
