year,month,district,police_division,crime_type,crime_count,risk_zone,trend
2023,4,Jaffna,Nallur,Sexual Exploitation Of Children,0,High,Stable
2023,4,Jaffna,Jaffna City,Robbery,5,Medium,Stable
2023,4,Jaffna,Nallur,Rape (Adult),0,High,Stable
2023,4,Jaffna,Jaffna City,Property Theft > 50k,12,Medium,Stable
2023,4,Jaffna,Jaffna City,Offensive Weapons Act,0,High,Stable
2023,4,Jaffna,Jaffna City,Offences Against The State,0,High,Stable
2023,4,Jaffna,Jaffna City,Obstructing Police,0,High,Stable
2023,4,Jaffna,Jaffna City,Narcotic Drugs,4,Medium,Stable
2023,4,Jaffna,Jaffna City,Murder,1,High,Stable
2023,4,Jaffna,Jaffna City,Mischief > 50k,1,High,Stable
2023,4,Jaffna,Jaffna City,Kidnapping,0,High,Stable
2023,4,Jaffna,Nallur,Illegal Firearms,0,High,Stable
2023,4,Jaffna,Chavakachcheri,Hurt by Dangerous Weapons,4,High,Stable
2023,4,Jaffna,Nallur,Human Trafficking,0,High,Stable
2023,4,Jaffna,Nallur,House Breaking,12,Medium,Stable
2023,4,Jaffna,Nallur,Grievous Hurt,2,High,Stable
2023,4,Jaffna,Chavakachcheri,Grave Sexual Abuse,0,Medium,Stable
2023,4,Jaffna,Nallur,Extortions,0,High,Stable
2023,4,Jaffna,Jaffna City,Cruelty to Children,0,High,Stable
2023,4,Jaffna,Nallur,Counterfeiting Currency,0,High,Stable
2023,4,Jaffna,Jaffna City,Cheating / Breach of Trust > 300k,2,Medium,Stable
2023,4,Jaffna,Chavakachcheri,Cattle Theft > 50k,2,Medium,Stable
2023,4,Jaffna,Nallur,Attempt to Murder,0,High,Stable
2023,4,Jaffna,Jaffna City,Arson,3,High,Stable
2023,4,Jaffna,Jaffna City,Agriculture Theft > 50k,0,High,Stable
2023,4,Jaffna,Nallur,Abduction,0,Medium,Stable
2023,4,Hatton,Hatton Main,Unlawful Assembly/ Riot,0,High,Stable
2023,4,Hatton,Hatton Main,Statutory Rape (Non-consensual),0,High,Stable
2023,4,Hatton,Hatton Main,Statutory Rape (Consensual),0,Low,Stable
2023,4,Hatton,Hatton Main,Sexual Exploitation Of Children,0,High,Stable
2023,4,Hatton,Hatton Main,Robbery,0,Low,Stable
2023,4,Hatton,Hatton Main,Rape (Adult),0,High,Stable
2023,4,Hatton,Hatton Main,Property Theft > 50k,5,Low,Stable
2023,4,Hatton,Hatton Main,Offensive Weapons Act,0,High,Stable
2023,4,Hatton,Hatton Main,Offences Against The State,0,High,Stable
2023,4,Hatton,Hatton Main,Obstructing Police,0,High,Stable
2023,4,Hatton,Hatton Main,Narcotic Drugs,0,Low,Stable
2023,4,Hatton,Hatton Main,Murder,0,Medium,Stable
2023,4,Hatton,Hatton Main,Mischief > 50k,0,Medium,Stable
2023,4,Hatton,Hatton Main,Kidnapping,0,High,Stable
2023,4,Hatton,Hatton Main,Illegal Firearms,0,High,Stable
2023,4,Hatton,Hatton Main,Hurt by Dangerous Weapons,0,Low,Stable
2023,4,Hatton,Hatton Main,Human Trafficking,0,High,Stable
2023,4,Hatton,Hatton Main,House Breaking,4,Low,Stable
2023,4,Hatton,Hatton Main,Grievous Hurt,1,Medium,Stable
2023,4,Hatton,Hatton Main,Grave Sexual Abuse,0,Medium,Stable
2023,4,Hatton,Hatton Main,Extortions,0,High,Stable
2023,4,Hatton,Hatton Main,Cruelty to Children,0,High,Stable
2023,4,Hatton,Hatton Main,Counterfeiting Currency,0,High,Stable
2023,4,Hatton,Hatton Main,Cheating / Breach of Trust > 300k,1,Low,Stable
2023,4,Hatton,Hatton Main,Cattle Theft > 50k,0,Medium,Stable
2023,4,Hatton,Hatton Main,Attempt to Murder,0,High,Stable
2023,4,Hatton,Hatton Main,Arson,0,Medium,Stable
2023,4,Hatton,Hatton Main,Agriculture Theft > 50k,0,High,Stable
2023,4,Hatton,Hatton Main,Abduction,0,Medium,Stable
2023,4,Hambantota,Hambantota Main,Total Crimes,77,Low,Stable
2023,4,Gampola,Gampola Main,Unlawful Assembly/ Riot,0,High,Stable
2023,4,Gampola,Gampola Main,Statutory Rape (Non-consensual),0,High,Stable
2023,4,Gampola,Gampola Main,Statutory Rape (Consensual),1,Medium,Stable
2023,4,Gampola,Gampola Main,Sexual Exploitation Of Children,0,High,Stable
2023,4,Gampola,Gampola Main,Robbery,2,Medium,Stable
2023,4,Gampola,Gampola Main,Rape (Adult),0,High,Stable
2023,4,Gampola,Gampola Main,Property Theft > 50k,6,Medium,Stable
2023,4,Gampola,Gampola Main,Offensive Weapons Act,0,High,Stable
2023,4,Gampola,Gampola Main,Offences Against The State,0,High,Stable
2023,4,Gampola,Gampola Main,Obstructing Police,0,High,Stable
2023,4,Gampola,Gampola Main,Narcotic Drugs,1,Medium,Stable
2023,4,Gampola,Gampola Main,Murder,1,High,Stable
2023,4,Gampola,Gampola Main,Mischief > 50k,0,Medium,Stable
2023,4,Gampola,Gampola Main,Kidnapping,0,High,Stable
2023,4,Gampola,Gampola Main,Illegal Firearms,0,High,Stable
2023,4,Gampola,Gampola Main,Hurt by Dangerous Weapons,2,Medium,Stable
2023,4,Gampola,Gampola Main,Human Trafficking,0,High,Stable
2023,4,Gampola,Gampola Main,House Breaking,12,Medium,Stable
2023,4,Gampola,Gampola Main,Grievous Hurt,1,Medium,Stable
2023,4,Gampola,Gampola Main,Grave Sexual Abuse,1,High,Stable
2023,4,Gampola,Gampola Main,Extortions,0,High,Stable
2023,4,Gampola,Gampola Main,Cruelty to Children,0,High,Stable
2023,4,Gampola,Gampola Main,Counterfeiting Currency,0,High,Stable
2023,4,Gampola,Gampola Main,Cheating / Breach of Trust > 300k,2,Medium,Stable
2023,4,Gampola,Gampola Main,Cattle Theft > 50k,1,Medium,Stable
2023,4,Gampola,Gampola Main,Attempt to Murder,0,High,Stable
2023,4,Gampola,Gampola Main,Arson,0,Medium,Stable
2023,4,Gampola,Gampola Main,Agriculture Theft > 50k,0,High,Stable
2023,4,Gampola,Gampola Main,Abduction,0,Medium,Stable
2023,4,Gampaha,Gampaha City,Unlawful Assembly/ Riot,0,High,Stable
2023,4,Gampaha,Negombo,Statutory Rape (Non-consensual),0,High,Stable
2023,4,Gampaha,Katunayake,Statutory Rape (Consensual),2,High,Stable
2023,4,Gampaha,Gampaha City,Sexual Exploitation Of Children,0,High,Stable
2023,4,Gampaha,Negombo,Robbery,9,High,Stable
2023,4,Gampaha,Katunayake,Rape (Adult),0,High,Stable
2023,4,Gampaha,Gampaha City,Property Theft > 50k,20,High,Stable
2023,4,Gampaha,Negombo,Offensive Weapons Act,0,High,Stable
2023,4,Gampaha,Katunayake,Offences Against The State,0,High,Stable
2023,4,Gampaha,Katunayake,Obstructing Police,0,High,Stable
2023,4,Gampaha,Gampaha City,Narcotic Drugs,22,High,Stable
2023,4,Gampaha,Negombo,Murder,2,High,Stable
2023,4,Gampaha,Gampaha City,Mischief > 50k,1,High,Stable
2023,4,Gampaha,Negombo,Kidnapping,1,High,Stable
2023,4,Gampaha,Gampaha City,Illegal Firearms,0,High,Stable
2023,4,Gampaha,Katunayake,Hurt by Dangerous Weapons,5,High,Stable
2023,4,Gampaha,Katunayake,Human Trafficking,0,High,Stable
2023,4,Gampaha,Gampaha City,House Breaking,34,High,Stable
2023,4,Gampaha,Gampaha City,Grievous Hurt,1,Medium,Stable
2023,4,Gampaha,Gampaha City,Grave Sexual Abuse,1,High,Stable
2023,4,Gampaha,Negombo,Extortions,0,High,Stable
2023,4,Gampaha,Katunayake,Cruelty to Children,0,High,Stable
2023,4,Gampaha,Gampaha City,Counterfeiting Currency,0,High,Stable
2023,4,Gampaha,Negombo,Cheating / Breach of Trust > 300k,2,Medium,Stable
2023,4,Gampaha,Gampaha City,Cattle Theft > 50k,3,High,Stable
2023,4,Gampaha,Katunayake,Attempt to Murder,0,High,Stable
2023,4,Gampaha,Gampaha City,Arson,0,Medium,Stable
2023,4,Gampaha,Gampaha City,Agriculture Theft > 50k,0,High,Stable
2023,4,Gampaha,Gampaha City,Abduction,1,High,Stable
2023,4,Galle,Galle City,Unlawful Assembly/ Riot,0,High,Stable
2023,4,Galle,Hikkaduwa,Statutory Rape (Non-consensual),0,High,Stable
2023,4,Galle,Hikkaduwa,Statutory Rape (Consensual),3,High,Stable
2023,4,Galle,Hikkaduwa,Sexual Exploitation Of Children,0,High,Stable
2023,4,Galle,Galle City,Robbery,10,High,Stable
2023,4,Galle,Galle City,Rape (Adult),0,High,Stable
2023,4,Galle,Galle City,Property Theft > 50k,19,High,Stable
2023,4,Galle,Ambalangoda,Offensive Weapons Act,0,High,Stable
2023,4,Galle,Ambalangoda,Offences Against The State,0,High,Stable
2023,4,Galle,Hikkaduwa,Obstructing Police,0,High,Stable
2023,4,Galle,Galle City,Narcotic Drugs,4,Medium,Stable
2023,4,Galle,Galle City,Murder,2,High,Stable
2023,4,Galle,Ambalangoda,Mischief > 50k,0,Medium,Stable
2023,4,Galle,Hikkaduwa,Kidnapping,1,High,Stable
2023,4,Galle,Galle City,Illegal Firearms,0,High,Stable
2023,4,Galle,Hikkaduwa,Hurt by Dangerous Weapons,5,High,Stable
2023,4,Galle,Ambalangoda,Human Trafficking,0,High,Stable
2023,4,Galle,Ambalangoda,House Breaking,29,High,Stable
2023,4,Galle,Ambalangoda,Grievous Hurt,4,High,Stable
2023,4,Galle,Ambalangoda,Grave Sexual Abuse,3,High,Stable
2023,4,Galle,Hikkaduwa,Extortions,0,High,Stable
2023,4,Galle,Galle City,Cruelty to Children,0,High,Stable
2023,4,Galle,Galle City,Counterfeiting Currency,0,High,Stable
2023,4,Galle,Hikkaduwa,Cheating / Breach of Trust > 300k,2,Medium,Stable
2023,4,Galle,Hikkaduwa,Cattle Theft > 50k,4,High,Stable
2023,4,Galle,Galle City,Attempt to Murder,0,High,Stable
2023,4,Galle,Ambalangoda,Arson,1,High,Stable
2023,4,Galle,Ambalangoda,Agriculture Theft > 50k,0,High,Stable
2023,4,Galle,Galle City,Abduction,1,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Unlawful Assembly/ Riot,0,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Statutory Rape (Non-consensual),0,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Statutory Rape (Consensual),0,Low,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Sexual Exploitation Of Children,0,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Robbery,0,Low,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Rape (Adult),0,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Property Theft > 50k,0,Low,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Offensive Weapons Act,0,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Offences Against The State,0,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Obstructing Police,0,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Narcotic Drugs,0,Low,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Murder,0,Medium,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Mischief > 50k,0,Medium,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Kidnapping,0,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Illegal Firearms,0,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Hurt by Dangerous Weapons,0,Low,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Human Trafficking,0,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,House Breaking,0,Low,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Grievous Hurt,0,Low,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Grave Sexual Abuse,0,Medium,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Extortions,0,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Cruelty to Children,0,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Counterfeiting Currency,0,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Cheating / Breach of Trust > 300k,31,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Cattle Theft > 50k,0,Medium,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Attempt to Murder,0,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Arson,0,Medium,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Agriculture Theft > 50k,0,High,Stable
2023,4,Fraud Bureau,Fraud Bureau Main,Abduction,0,Medium,Stable
2023,4,Elpitiya,Elpitiya Main,Unlawful Assembly/ Riot,0,High,Stable
2023,4,Elpitiya,Elpitiya Main,Statutory Rape (Non-consensual),0,High,Stable
2023,4,Elpitiya,Elpitiya Main,Statutory Rape (Consensual),4,High,Stable
2023,4,Elpitiya,Elpitiya Main,Sexual Exploitation Of Children,0,High,Stable
2023,4,Elpitiya,Elpitiya Main,Robbery,13,High,Stable
2023,4,Elpitiya,Elpitiya Main,Rape (Adult),0,High,Stable
2023,4,Elpitiya,Elpitiya Main,Property Theft > 50k,26,High,Stable
2023,4,Elpitiya,Elpitiya Main,Offensive Weapons Act,0,High,Stable
2023,4,Elpitiya,Elpitiya Main,Offences Against The State,0,High,Stable
2023,4,Elpitiya,Elpitiya Main,Obstructing Police,0,High,Stable
2023,4,Elpitiya,Elpitiya Main,Narcotic Drugs,17,High,Stable
2023,4,Elpitiya,Elpitiya Main,Murder,1,High,Stable
2023,4,Elpitiya,Elpitiya Main,Mischief > 50k,1,High,Stable
2023,4,Elpitiya,Elpitiya Main,Kidnapping,0,High,Stable
2023,4,Elpitiya,Elpitiya Main,Illegal Firearms,0,High,Stable
2023,4,Elpitiya,Elpitiya Main,Hurt by Dangerous Weapons,5,High,Stable
2023,4,Elpitiya,Elpitiya Main,Human Trafficking,0,High,Stable
2023,4,Elpitiya,Elpitiya Main,House Breaking,38,High,Stable
2023,4,Elpitiya,Elpitiya Main,Grievous Hurt,6,High,Stable
2023,4,Elpitiya,Elpitiya Main,Grave Sexual Abuse,1,High,Stable
2023,4,Elpitiya,Elpitiya Main,Extortions,1,High,Stable
2023,4,Elpitiya,Elpitiya Main,Cruelty to Children,0,High,Stable
2023,4,Elpitiya,Elpitiya Main,Counterfeiting Currency,0,High,Stable
2023,4,Elpitiya,Elpitiya Main,Cheating / Breach of Trust > 300k,2,Medium,Stable
2023,4,Elpitiya,Elpitiya Main,Cattle Theft > 50k,4,High,Stable
2023,4,Elpitiya,Elpitiya Main,Attempt to Murder,1,High,Stable
2023,4,Elpitiya,Elpitiya Main,Arson,0,Medium,Stable
2023,4,Elpitiya,Elpitiya Main,Agriculture Theft > 50k,0,High,Stable
2023,4,Elpitiya,Elpitiya Main,Abduction,0,Medium,Stable
2023,4,Colombo ©,Colombo © Main,Unlawful Assembly/ Riot,0,High,Stable
2023,4,Colombo ©,Colombo © Main,Statutory Rape (Non-consensual),0,High,Stable
2023,4,Colombo ©,Colombo © Main,Statutory Rape (Consensual),0,Low,Stable
2023,4,Colombo ©,Colombo © Main,Sexual Exploitation Of Children,0,High,Stable
2023,4,Colombo ©,Colombo © Main,Robbery,2,Medium,Stable
2023,4,Colombo ©,Colombo © Main,Rape (Adult),0,High,Stable
2023,4,Colombo ©,Colombo © Main,Property Theft > 50k,9,Medium,Stable
2023,4,Colombo ©,Colombo © Main,Offensive Weapons Act,0,High,Stable
2023,4,Colombo ©,Colombo © Main,Offences Against The State,0,High,Stable
2023,4,Colombo ©,Colombo © Main,Obstructing Police,0,High,Stable
2023,4,Colombo ©,Colombo © Main,Narcotic Drugs,11,High,Stable
2023,4,Colombo ©,Colombo © Main,Murder,0,Medium,Stable
2023,4,Colombo ©,Colombo © Main,Mischief > 50k,0,Medium,Stable
2023,4,Colombo ©,Colombo © Main,Kidnapping,0,High,Stable
2023,4,Colombo ©,Colombo © Main,Illegal Firearms,0,High,Stable
2023,4,Colombo ©,Colombo © Main,Hurt by Dangerous Weapons,2,Medium,Stable
2023,4,Colombo ©,Colombo © Main,Human Trafficking,0,High,Stable
2023,4,Colombo ©,Colombo © Main,House Breaking,5,Low,Stable
2023,4,Colombo ©,Colombo © Main,Grievous Hurt,1,Medium,Stable
2023,4,Colombo ©,Colombo © Main,Grave Sexual Abuse,0,Medium,Stable
2023,4,Colombo ©,Colombo © Main,Extortions,0,High,Stable
2023,4,Colombo ©,Colombo © Main,Cruelty to Children,0,High,Stable
2023,4,Colombo ©,Colombo © Main,Counterfeiting Currency,0,High,Stable
2023,4,Colombo ©,Colombo © Main,Cheating / Breach of Trust > 300k,2,Medium,Stable
2023,4,Colombo ©,Colombo © Main,Cattle Theft > 50k,0,Medium,Stable
2023,4,Colombo ©,Colombo © Main,Attempt to Murder,0,High,Stable
2023,4,Colombo ©,Colombo © Main,Arson,0,Medium,Stable
2023,4,Colombo ©,Colombo © Main,Agriculture Theft > 50k,0,High,Stable
2023,4,Colombo ©,Colombo © Main,Abduction,0,Medium,Stable
2023,4,Colombo (S),Colombo (S) Main,Unlawful Assembly/ Riot,0,High,Stable
2023,4,Colombo (S),Colombo (S) Main,Statutory Rape (Non-consensual),0,High,Stable
2023,4,Colombo (S),Colombo (S) Main,Statutory Rape (Consensual),0,Low,Stable
2023,4,Colombo (S),Colombo (S) Main,Sexual Exploitation Of Children,0,High,Stable
2023,4,Colombo (S),Colombo (S) Main,Robbery,4,Medium,Stable
2023,4,Colombo (S),Colombo (S) Main,Rape (Adult),0,High,Stable
2023,4,Colombo (S),Colombo (S) Main,Property Theft > 50k,14,Medium,Stable
2023,4,Colombo (S),Colombo (S) Main,Offensive Weapons Act,1,High,Stable
2023,4,Colombo (S),Colombo (S) Main,Offences Against The State,0,High,Stable
2023,4,Colombo (S),Colombo (S) Main,Obstructing Police,0,High,Stable
2023,4,Colombo (S),Colombo (S) Main,Narcotic Drugs,23,High,Stable
2023,4,Colombo (S),Colombo (S) Main,Murder,0,Medium,Stable
2023,4,Colombo (S),Colombo (S) Main,Mischief > 50k,0,Medium,Stable
2023,4,Colombo (S),Colombo (S) Main,Kidnapping,0,High,Stable
2023,4,Colombo (S),Colombo (S) Main,Illegal Firearms,0,High,Stable
2023,4,Colombo (S),Colombo (S) Main,Hurt by Dangerous Weapons,2,Medium,Stable
2023,4,Colombo (S),Colombo (S) Main,Human Trafficking,0,High,Stable
2023,4,Colombo (S),Colombo (S) Main,House Breaking,17,Medium,Stable
2023,4,Colombo (S),Colombo (S) Main,Grievous Hurt,0,Low,Stable
2023,4,Colombo (S),Colombo (S) Main,Grave Sexual Abuse,0,Medium,Stable
2023,4,Colombo (S),Colombo (S) Main,Extortions,0,High,Stable
2023,4,Colombo (S),Colombo (S) Main,Cruelty to Children,0,High,Stable
2023,4,Colombo (S),Colombo (S) Main,Counterfeiting Currency,0,High,Stable
2023,4,Colombo (S),Colombo (S) Main,Cheating / Breach of Trust > 300k,2,Medium,Stable
2023,4,Colombo (S),Colombo (S) Main,Cattle Theft > 50k,0,Medium,Stable
2023,4,Colombo (S),Colombo (S) Main,Attempt to Murder,0,High,Stable
2023,4,Colombo (S),Colombo (S) Main,Arson,0,Medium,Stable
2023,4,Colombo (S),Colombo (S) Main,Agriculture Theft > 50k,0,High,Stable
2023,4,Colombo (S),Colombo (S) Main,Abduction,1,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Unlawful Assembly/ Riot,0,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Statutory Rape (Non-consensual),0,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Statutory Rape (Consensual),1,Medium,Stable
2023,4,Colombo (N),Colombo (N) Main,Sexual Exploitation Of Children,0,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Robbery,3,Medium,Stable
2023,4,Colombo (N),Colombo (N) Main,Rape (Adult),0,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Property Theft > 50k,8,Medium,Stable
2023,4,Colombo (N),Colombo (N) Main,Offensive Weapons Act,2,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Offences Against The State,0,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Obstructing Police,0,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Narcotic Drugs,29,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Murder,0,Medium,Stable
2023,4,Colombo (N),Colombo (N) Main,Mischief > 50k,0,Medium,Stable
2023,4,Colombo (N),Colombo (N) Main,Kidnapping,0,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Illegal Firearms,0,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Hurt by Dangerous Weapons,3,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Human Trafficking,0,High,Stable
2023,4,Colombo (N),Colombo (N) Main,House Breaking,9,Medium,Stable
2023,4,Colombo (N),Colombo (N) Main,Grievous Hurt,1,Medium,Stable
2023,4,Colombo (N),Colombo (N) Main,Grave Sexual Abuse,0,Medium,Stable
2023,4,Colombo (N),Colombo (N) Main,Extortions,0,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Cruelty to Children,0,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Counterfeiting Currency,0,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Cheating / Breach of Trust > 300k,0,Low,Stable
2023,4,Colombo (N),Colombo (N) Main,Cattle Theft > 50k,0,Medium,Stable
2023,4,Colombo (N),Colombo (N) Main,Attempt to Murder,0,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Arson,0,Medium,Stable
2023,4,Colombo (N),Colombo (N) Main,Agriculture Theft > 50k,0,High,Stable
2023,4,Colombo (N),Colombo (N) Main,Abduction,1,High,Stable
2023,4,Colombo,Colombo Central,Total Crimes,115,High,Stable
2023,4,Cid,Cid Main,Unlawful Assembly/ Riot,0,High,Stable
2023,4,Cid,Cid Main,Statutory Rape (Non-consensual),0,High,Stable
2023,4,Cid,Cid Main,Statutory Rape (Consensual),0,Low,Stable
2023,4,Cid,Cid Main,Sexual Exploitation Of Children,0,High,Stable
2023,4,Cid,Cid Main,Robbery,0,Low,Stable
2023,4,Cid,Cid Main,Rape (Adult),0,High,Stable
2023,4,Cid,Cid Main,Property Theft > 50k,0,Low,Stable
2023,4,Cid,Cid Main,Offensive Weapons Act,0,High,Stable
2023,4,Cid,Cid Main,Offences Against The State,0,High,Stable
2023,4,Cid,Cid Main,Obstructing Police,0,High,Stable
2023,4,Cid,Cid Main,Narcotic Drugs,0,Low,Stable
2023,4,Cid,Cid Main,Murder,0,Medium,Stable
2023,4,Cid,Cid Main,Mischief > 50k,0,Medium,Stable
2023,4,Cid,Cid Main,Kidnapping,0,High,Stable
2023,4,Cid,Cid Main,Illegal Firearms,0,High,Stable
2023,4,Cid,Cid Main,Hurt by Dangerous Weapons,0,Low,Stable
2023,4,Cid,Cid Main,Human Trafficking,0,High,Stable
2023,4,Cid,Cid Main,House Breaking,0,Low,Stable
2023,4,Cid,Cid Main,Grievous Hurt,0,Low,Stable
2023,4,Cid,Cid Main,Grave Sexual Abuse,0,Medium,Stable
2023,4,Cid,Cid Main,Extortions,0,High,Stable
2023,4,Cid,Cid Main,Cruelty to Children,0,High,Stable
2023,4,Cid,Cid Main,Counterfeiting Currency,0,High,Stable
2023,4,Cid,Cid Main,Cheating / Breach of Trust > 300k,20,High,Stable
2023,4,Cid,Cid Main,Cattle Theft > 50k,0,Medium,Stable
2023,4,Cid,Cid Main,Attempt to Murder,0,High,Stable
2023,4,Cid,Cid Main,Arson,0,Medium,Stable
2023,4,Cid,Cid Main,Agriculture Theft > 50k,0,High,Stable
2023,4,Cid,Cid Main,Abduction,0,Medium,Stable
2023,4,Ccd,Ccd Main,Unlawful Assembly/ Riot,0,High,Stable
2023,4,Ccd,Ccd Main,Statutory Rape (Non-consensual),0,High,Stable
2023,4,Ccd,Ccd Main,Statutory Rape (Consensual),0,Low,Stable
2023,4,Ccd,Ccd Main,Sexual Exploitation Of Children,0,High,Stable
2023,4,Ccd,Ccd Main,Robbery,0,Low,Stable
2023,4,Ccd,Ccd Main,Rape (Adult),0,High,Stable
2023,4,Ccd,Ccd Main,Property Theft > 50k,0,Low,Stable
2023,4,Ccd,Ccd Main,Offensive Weapons Act,0,High,Stable
2023,4,Ccd,Ccd Main,Offences Against The State,0,High,Stable
2023,4,Ccd,Ccd Main,Obstructing Police,0,High,Stable
2023,4,Ccd,Ccd Main,Narcotic Drugs,6,Medium,Stable
2023,4,Ccd,Ccd Main,Murder,0,Medium,Stable
2023,4,Ccd,Ccd Main,Mischief > 50k,0,Medium,Stable
2023,4,Ccd,Ccd Main,Kidnapping,0,High,Stable
2023,4,Ccd,Ccd Main,Illegal Firearms,0,High,Stable
2023,4,Ccd,Ccd Main,Hurt by Dangerous Weapons,0,Low,Stable
2023,4,Ccd,Ccd Main,Human Trafficking,0,High,Stable
2023,4,Ccd,Ccd Main,House Breaking,0,Low,Stable
2023,4,Ccd,Ccd Main,Grievous Hurt,0,Low,Stable
2023,4,Ccd,Ccd Main,Grave Sexual Abuse,0,Medium,Stable
2023,4,Ccd,Ccd Main,Extortions,0,High,Stable
2023,4,Ccd,Ccd Main,Cruelty to Children,0,High,Stable
2023,4,Ccd,Ccd Main,Counterfeiting Currency,0,High,Stable
2023,4,Ccd,Ccd Main,Cheating / Breach of Trust > 300k,2,Medium,Stable
2023,4,Ccd,Ccd Main,Cattle Theft > 50k,0,Medium,Stable
2023,4,Ccd,Ccd Main,Attempt to Murder,0,High,Stable
2023,4,Ccd,Ccd Main,Arson,0,Medium,Stable
2023,4,Ccd,Ccd Main,Agriculture Theft > 50k,0,High,Stable
2023,4,Ccd,Ccd Main,Abduction,0,Medium,Stable
2023,4,Batticaloa,Batticaloa Main,Total Crimes,34,Low,Stable
2023,4,Badulla,Badulla Main,Total Crimes,88,Medium,Stable
2023,4,Anurdhapura,Anurdhapura Main,Unlawful Assembly/ Riot,0,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Statutory Rape (Non-consensual),3,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Statutory Rape (Consensual),5,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Sexual Exploitation Of Children,0,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Robbery,17,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Rape (Adult),1,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Property Theft > 50k,40,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Offensive Weapons Act,0,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Offences Against The State,0,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Obstructing Police,1,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Narcotic Drugs,9,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Murder,1,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Mischief > 50k,4,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Kidnapping,0,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Illegal Firearms,0,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Hurt by Dangerous Weapons,8,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Human Trafficking,0,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,House Breaking,45,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Grievous Hurt,5,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Grave Sexual Abuse,3,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Extortions,0,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Cruelty to Children,0,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Counterfeiting Currency,0,High,Stable
2023,4,Anurdhapura,Anurdhapura Main,Cheating / Breach of Trust > 300k,12,High,Stable
